,Model,Metric,Time,value,Samples
0,Implicit,BackwardKL,0,0.07859814,
1,Implicit,BackwardKL,0,0.010453195,
2,Implicit,BackwardKL,0,0.07859814,
3,Implicit,BackwardKL,0,0.04911885,
4,Implicit,BackwardKL,0,0.012498493,
5,Implicit,BackwardKL,0,0.010297794,
6,Implicit,BackwardKL,0,0.010297794,
7,Implicit,BackwardKL,0,0.0075636115,
8,Implicit,BackwardKL,0,0.007787609,
9,Implicit,BackwardKL,0,0.013993035,
10,Implicit,BackwardKL,0,0.008542364,
11,Implicit,BackwardKL,0,0.013993035,
12,Implicit,BackwardKL,0,0.008574922,
13,Implicit,BackwardKL,0,0.068389505,
14,Implicit,BackwardKL,0,0.010453195,
15,Implicit,BackwardKL,0,0.012498493,
16,Implicit,BackwardKL,0,0.010297794,
17,Implicit,BackwardKL,0,0.051864665,
18,Implicit,BackwardKL,0,0.010297794,
19,Implicit,BackwardKL,0,0.007787609,
20,Implicit,BackwardKL,0,0.008574922,
21,Implicit,BackwardKL,0,0.011014888,
22,Implicit,BackwardKL,0,0.015919963,
23,Implicit,BackwardKL,0,0.0068905433,
24,Implicit,BackwardKL,0,0.011014888,
25,Implicit,BackwardKL,0,0.023049094,
26,Implicit,BackwardKL,0,0.008542364,
27,Implicit,BackwardKL,0,0.012467522,
28,Implicit,BackwardKL,0,0.011014888,
29,Implicit,BackwardKL,0,0.1915746,
30,Implicit,BackwardKL,0,0.008542364,
31,Implicit,BackwardKL,0,0.013157079,
32,Implicit,BackwardKL,0,0.023606943,
33,Implicit,BackwardKL,0,0.025109421,
34,Implicit,BackwardKL,0,0.025245665,
35,Implicit,BackwardKL,0,0.012467522,
36,Implicit,BackwardKL,0,0.023606943,
37,Implicit,BackwardKL,0,0.04911885,
38,Implicit,BackwardKL,0,0.010453195,
39,Implicit,BackwardKL,0,0.08165626,
40,Implicit,BackwardKL,0,0.017595716,
41,Implicit,BackwardKL,0,0.0075636115,
42,Implicit,BackwardKL,0,0.0075636115,
43,Implicit,BackwardKL,0,0.07859814,
44,Implicit,BackwardKL,0,0.015919963,
45,Implicit,BackwardKL,0,0.010297794,
46,Implicit,BackwardKL,0,0.016481254,
47,Implicit,BackwardKL,0,0.013550536,
48,Implicit,BackwardKL,0,0.03066779,
49,Implicit,BackwardKL,0,0.013157079,
50,Implicit,BackwardKL,0,0.008542364,
51,Implicit,BackwardKL,0,0.0075636115,
52,Implicit,BackwardKL,0,0.023049094,
53,Implicit,BackwardKL,0,0.017595716,
54,Implicit,BackwardKL,0,0.1915746,
55,Implicit,BackwardKL,0,0.023049094,
56,Implicit,BackwardKL,0,0.07859814,
57,Implicit,BackwardKL,0,0.012479361,
58,Implicit,BackwardKL,0,0.0068905433,
59,Implicit,BackwardKL,0,0.016029103,
60,Implicit,BackwardKL,0,0.1915746,
61,Implicit,BackwardKL,0,0.056493457,
62,Implicit,BackwardKL,0,0.013157079,
63,Implicit,BackwardKL,0,0.010297794,
64,Implicit,BackwardKL,0,0.010297794,
65,Implicit,BackwardKL,0,0.066591024,
66,Implicit,BackwardKL,0,0.010033024,
67,Implicit,BackwardKL,0,0.0068905433,
68,Implicit,BackwardKL,0,0.013157079,
69,Implicit,BackwardKL,0,0.0068905433,
70,Implicit,BackwardKL,0,0.012479361,
71,Implicit,BackwardKL,0,0.013157079,
72,Implicit,BackwardKL,0,0.08387329,
73,Implicit,BackwardKL,0,0.010297794,
74,Implicit,BackwardKL,0,0.0068905433,
75,Implicit,BackwardKL,0,0.016029103,
76,Implicit,BackwardKL,0,0.016481254,
77,Implicit,BackwardKL,0,0.012952752,
78,Implicit,BackwardKL,0,0.025109421,
79,Implicit,BackwardKL,0,0.012467522,
80,Implicit,BackwardKL,0,0.012498493,
81,Implicit,BackwardKL,0,0.007787609,
82,Implicit,BackwardKL,0,0.010297794,
83,Implicit,BackwardKL,0,0.012952752,
84,Implicit,BackwardKL,0,0.016639533,
85,Implicit,BackwardKL,0,0.012498493,
86,Implicit,BackwardKL,0,0.008542364,
87,Implicit,BackwardKL,0,0.008542364,
88,Implicit,BackwardKL,0,0.08165626,
89,Implicit,BackwardKL,0,0.007787609,
90,Implicit,BackwardKL,0,0.010033024,
91,Implicit,BackwardKL,0,0.023606943,
92,Implicit,BackwardKL,0,0.016029103,
93,Implicit,BackwardKL,0,0.0068905433,
94,Implicit,BackwardKL,0,0.07859814,
95,Implicit,BackwardKL,0,0.012467522,
96,Implicit,BackwardKL,0,0.007787609,
97,Implicit,BackwardKL,0,0.007787609,
98,Implicit,BackwardKL,0,0.007787609,
99,Implicit,BackwardKL,0,0.08165626,
100,Implicit,ForwardKL,0,0.035853066,
101,Implicit,ForwardKL,0,0.010537027,
102,Implicit,ForwardKL,0,0.035853066,
103,Implicit,ForwardKL,0,0.03414774,
104,Implicit,ForwardKL,0,0.01282831,
105,Implicit,ForwardKL,0,0.009003259,
106,Implicit,ForwardKL,0,0.009003259,
107,Implicit,ForwardKL,0,0.007335944,
108,Implicit,ForwardKL,0,0.007510059,
109,Implicit,ForwardKL,0,0.014797283,
110,Implicit,ForwardKL,0,0.008017912,
111,Implicit,ForwardKL,0,0.014797283,
112,Implicit,ForwardKL,0,0.008160453,
113,Implicit,ForwardKL,0,0.047143154,
114,Implicit,ForwardKL,0,0.010537027,
115,Implicit,ForwardKL,0,0.01282831,
116,Implicit,ForwardKL,0,0.009003259,
117,Implicit,ForwardKL,0,0.025397891,
118,Implicit,ForwardKL,0,0.009003259,
119,Implicit,ForwardKL,0,0.007510059,
120,Implicit,ForwardKL,0,0.008160453,
121,Implicit,ForwardKL,0,0.0100277355,
122,Implicit,ForwardKL,0,0.016402267,
123,Implicit,ForwardKL,0,0.006902269,
124,Implicit,ForwardKL,0,0.0100277355,
125,Implicit,ForwardKL,0,0.02210327,
126,Implicit,ForwardKL,0,0.008017912,
127,Implicit,ForwardKL,0,0.012398785,
128,Implicit,ForwardKL,0,0.0100277355,
129,Implicit,ForwardKL,0,0.054657787,
130,Implicit,ForwardKL,0,0.008017912,
131,Implicit,ForwardKL,0,0.013567407,
132,Implicit,ForwardKL,0,0.02288716,
133,Implicit,ForwardKL,0,0.021861339,
134,Implicit,ForwardKL,0,0.024937,
135,Implicit,ForwardKL,0,0.012398785,
136,Implicit,ForwardKL,0,0.02288716,
137,Implicit,ForwardKL,0,0.03414774,
138,Implicit,ForwardKL,0,0.010537027,
139,Implicit,ForwardKL,0,0.030012112,
140,Implicit,ForwardKL,0,0.016854508,
141,Implicit,ForwardKL,0,0.007335944,
142,Implicit,ForwardKL,0,0.007335944,
143,Implicit,ForwardKL,0,0.035853066,
144,Implicit,ForwardKL,0,0.016402267,
145,Implicit,ForwardKL,0,0.009003259,
146,Implicit,ForwardKL,0,0.009337295,
147,Implicit,ForwardKL,0,0.013423417,
148,Implicit,ForwardKL,0,0.021306027,
149,Implicit,ForwardKL,0,0.013567407,
150,Implicit,ForwardKL,0,0.008017912,
151,Implicit,ForwardKL,0,0.007335944,
152,Implicit,ForwardKL,0,0.02210327,
153,Implicit,ForwardKL,0,0.016854508,
154,Implicit,ForwardKL,0,0.054657787,
155,Implicit,ForwardKL,0,0.02210327,
156,Implicit,ForwardKL,0,0.035853066,
157,Implicit,ForwardKL,0,0.0130172465,
158,Implicit,ForwardKL,0,0.006902269,
159,Implicit,ForwardKL,0,0.016384503,
160,Implicit,ForwardKL,0,0.054657787,
161,Implicit,ForwardKL,0,0.034559794,
162,Implicit,ForwardKL,0,0.013567407,
163,Implicit,ForwardKL,0,0.009003259,
164,Implicit,ForwardKL,0,0.009003259,
165,Implicit,ForwardKL,0,0.02224587,
166,Implicit,ForwardKL,0,0.009998482,
167,Implicit,ForwardKL,0,0.006902269,
168,Implicit,ForwardKL,0,0.013567407,
169,Implicit,ForwardKL,0,0.006902269,
170,Implicit,ForwardKL,0,0.0130172465,
171,Implicit,ForwardKL,0,0.013567407,
172,Implicit,ForwardKL,0,0.054637376,
173,Implicit,ForwardKL,0,0.009003259,
174,Implicit,ForwardKL,0,0.006902269,
175,Implicit,ForwardKL,0,0.016384503,
176,Implicit,ForwardKL,0,0.009337295,
177,Implicit,ForwardKL,0,0.011827606,
178,Implicit,ForwardKL,0,0.021861339,
179,Implicit,ForwardKL,0,0.012398785,
180,Implicit,ForwardKL,0,0.01282831,
181,Implicit,ForwardKL,0,0.007510059,
182,Implicit,ForwardKL,0,0.009003259,
183,Implicit,ForwardKL,0,0.011827606,
184,Implicit,ForwardKL,0,0.016473085,
185,Implicit,ForwardKL,0,0.01282831,
186,Implicit,ForwardKL,0,0.008017912,
187,Implicit,ForwardKL,0,0.008017912,
188,Implicit,ForwardKL,0,0.030012112,
189,Implicit,ForwardKL,0,0.007510059,
190,Implicit,ForwardKL,0,0.009998482,
191,Implicit,ForwardKL,0,0.02288716,
192,Implicit,ForwardKL,0,0.016384503,
193,Implicit,ForwardKL,0,0.006902269,
194,Implicit,ForwardKL,0,0.035853066,
195,Implicit,ForwardKL,0,0.012398785,
196,Implicit,ForwardKL,0,0.007510059,
197,Implicit,ForwardKL,0,0.007510059,
198,Implicit,ForwardKL,0,0.007510059,
199,Implicit,ForwardKL,0,0.030012112,
200,Implicit,NLL,0,3.8206897,
201,Implicit,NLL,0,3.871967,
202,Implicit,NLL,0,2.0812654,
203,Implicit,NLL,0,2.6268919,
204,Implicit,NLL,0,4.2202697,
205,Implicit,NLL,0,3.7847586,
206,Implicit,NLL,0,3.3793292,
207,Implicit,NLL,0,4.5929956,
208,Implicit,NLL,0,3.5818815,
209,Implicit,NLL,0,3.1829007,
210,Implicit,NLL,0,3.484495,
211,Implicit,NLL,0,3.8965914,
212,Implicit,NLL,0,3.9232066,
213,Implicit,NLL,0,3.4400165,
214,Implicit,NLL,0,4.4501734,
215,Implicit,NLL,0,3.7672136,
216,Implicit,NLL,0,3.458142,
217,Implicit,NLL,0,4.3498273,
218,Implicit,NLL,0,2.78132,
219,Implicit,NLL,0,2.483904,
220,Implicit,NLL,0,2.2520993,
221,Implicit,NLL,0,4.2878256,
222,Implicit,NLL,0,2.619747,
223,Implicit,NLL,0,3.642635,
224,Implicit,NLL,0,2.660547,
225,Implicit,NLL,0,3.0952768,
226,Implicit,NLL,0,2.2958622,
227,Implicit,NLL,0,4.276051,
228,Implicit,NLL,0,5.5368757,
229,Implicit,NLL,0,3.9987276,
230,Implicit,NLL,0,4.293048,
231,Implicit,NLL,0,3.376315,
232,Implicit,NLL,0,4.1785283,
233,Implicit,NLL,0,3.3588781,
234,Implicit,NLL,0,2.7849836,
235,Implicit,NLL,0,4.1613336,
236,Implicit,NLL,0,3.6969419,
237,Implicit,NLL,0,2.5057464,
238,Implicit,NLL,0,2.2334557,
239,Implicit,NLL,0,3.5671275,
240,Implicit,NLL,0,3.8723323,
241,Implicit,NLL,0,2.7027035,
242,Implicit,NLL,0,3.6043699,
243,Implicit,NLL,0,2.7419615,
244,Implicit,NLL,0,2.3331249,
245,Implicit,NLL,0,4.5120287,
246,Implicit,NLL,0,3.450429,
247,Implicit,NLL,0,2.8460371,
248,Implicit,NLL,0,3.8613915,
249,Implicit,NLL,0,3.6953685,
250,Implicit,NLL,0,3.4558465,
251,Implicit,NLL,0,3.9330976,
252,Implicit,NLL,0,3.6871731,
253,Implicit,NLL,0,3.4750292,
254,Implicit,NLL,0,3.2555456,
255,Implicit,NLL,0,2.1728604,
256,Implicit,NLL,0,2.6588657,
257,Implicit,NLL,0,4.4450264,
258,Implicit,NLL,0,3.9840922,
259,Implicit,NLL,0,2.475121,
260,Implicit,NLL,0,2.2911494,
261,Implicit,NLL,0,2.3937497,
262,Implicit,NLL,0,3.1879637,
263,Implicit,NLL,0,2.3426542,
264,Implicit,NLL,0,5.2417517,
265,Implicit,NLL,0,3.8604925,
266,Implicit,NLL,0,3.2209053,
267,Implicit,NLL,0,3.2393827,
268,Implicit,NLL,0,3.4814095,
269,Implicit,NLL,0,3.9649336,
270,Implicit,NLL,0,2.260541,
271,Implicit,NLL,0,3.1879637,
272,Implicit,NLL,0,3.421535,
273,Implicit,NLL,0,3.550891,
274,Implicit,NLL,0,3.8858986,
275,Implicit,NLL,0,2.517508,
276,Implicit,NLL,0,3.905327,
277,Implicit,NLL,0,4.086502,
278,Implicit,NLL,0,3.1834059,
279,Implicit,NLL,0,2.652758,
280,Implicit,NLL,0,3.9895935,
281,Implicit,NLL,0,2.5722003,
282,Implicit,NLL,0,3.2052608,
283,Implicit,NLL,0,3.6870618,
284,Implicit,NLL,0,2.1913252,
285,Implicit,NLL,0,3.0382483,
286,Implicit,NLL,0,3.463988,
287,Implicit,NLL,0,5.4182463,
288,Implicit,NLL,0,3.1717803,
289,Implicit,NLL,0,3.1077144,
290,Implicit,NLL,0,2.4232419,
291,Implicit,NLL,0,2.5280135,
292,Implicit,NLL,0,3.228296,
293,Implicit,NLL,0,4.7837605,
294,Implicit,NLL,0,2.7419615,
295,Implicit,NLL,0,3.313725,
296,Implicit,NLL,0,4.0134153,
297,Implicit,NLL,0,3.922133,
298,Implicit,NLL,0,3.8000197,
299,Implicit,NLL,0,2.468854,
300,Implicit,BackwardKL,1,0.051933575,
301,Implicit,BackwardKL,1,0.052092962,
302,Implicit,BackwardKL,1,0.018077446,
303,Implicit,BackwardKL,1,0.018328676,
304,Implicit,BackwardKL,1,0.032773793,
305,Implicit,BackwardKL,1,0.04223366,
306,Implicit,BackwardKL,1,0.020425234,
307,Implicit,BackwardKL,1,0.056039836,
308,Implicit,BackwardKL,1,0.023702295,
309,Implicit,BackwardKL,1,0.018003426,
310,Implicit,BackwardKL,1,0.017778317,
311,Implicit,BackwardKL,1,0.04178674,
312,Implicit,BackwardKL,1,0.021341998,
313,Implicit,BackwardKL,1,0.088257216,
314,Implicit,BackwardKL,1,0.0838283,
315,Implicit,BackwardKL,1,0.021949992,
316,Implicit,BackwardKL,1,0.009268325,
317,Implicit,BackwardKL,1,0.03818348,
318,Implicit,BackwardKL,1,0.0064010303,
319,Implicit,BackwardKL,1,0.008908284,
320,Implicit,BackwardKL,1,0.0084617,
321,Implicit,BackwardKL,1,0.030882997,
322,Implicit,BackwardKL,1,0.012594514,
323,Implicit,BackwardKL,1,0.023113875,
324,Implicit,BackwardKL,1,0.01461899,
325,Implicit,BackwardKL,1,0.03500463,
326,Implicit,BackwardKL,1,0.008882646,
327,Implicit,BackwardKL,1,0.043539025,
328,Implicit,BackwardKL,1,0.07503129,
329,Implicit,BackwardKL,1,0.10742382,
330,Implicit,BackwardKL,1,0.010518806,
331,Implicit,BackwardKL,1,0.026779614,
332,Implicit,BackwardKL,1,0.031040385,
333,Implicit,BackwardKL,1,0.032054946,
334,Implicit,BackwardKL,1,0.013151149,
335,Implicit,BackwardKL,1,0.043058228,
336,Implicit,BackwardKL,1,0.059733298,
337,Implicit,BackwardKL,1,0.017578684,
338,Implicit,BackwardKL,1,0.019208131,
339,Implicit,BackwardKL,1,0.04579223,
340,Implicit,BackwardKL,1,0.036709093,
341,Implicit,BackwardKL,1,0.0124757085,
342,Implicit,BackwardKL,1,0.023913011,
343,Implicit,BackwardKL,1,0.016529465,
344,Implicit,BackwardKL,1,0.012384304,
345,Implicit,BackwardKL,1,0.049405105,
346,Implicit,BackwardKL,1,0.032937944,
347,Implicit,BackwardKL,1,0.016727705,
348,Implicit,BackwardKL,1,0.03940123,
349,Implicit,BackwardKL,1,0.022787964,
350,Implicit,BackwardKL,1,0.013525002,
351,Implicit,BackwardKL,1,0.029118426,
352,Implicit,BackwardKL,1,0.043069508,
353,Implicit,BackwardKL,1,0.026542127,
354,Implicit,BackwardKL,1,0.055374816,
355,Implicit,BackwardKL,1,0.016856177,
356,Implicit,BackwardKL,1,0.015163217,
357,Implicit,BackwardKL,1,0.044469673,
358,Implicit,BackwardKL,1,0.023121972,
359,Implicit,BackwardKL,1,0.028789904,
360,Implicit,BackwardKL,1,0.03300021,
361,Implicit,BackwardKL,1,0.013316476,
362,Implicit,BackwardKL,1,0.03331957,
363,Implicit,BackwardKL,1,0.019007605,
364,Implicit,BackwardKL,1,0.06588344,
365,Implicit,BackwardKL,1,0.042958423,
366,Implicit,BackwardKL,1,0.020931685,
367,Implicit,BackwardKL,1,0.013098521,
368,Implicit,BackwardKL,1,0.021534458,
369,Implicit,BackwardKL,1,0.034457143,
370,Implicit,BackwardKL,1,0.012526252,
371,Implicit,BackwardKL,1,0.03331957,
372,Implicit,BackwardKL,1,0.069184005,
373,Implicit,BackwardKL,1,0.023132524,
374,Implicit,BackwardKL,1,0.013206985,
375,Implicit,BackwardKL,1,0.06295926,
376,Implicit,BackwardKL,1,0.03901184,
377,Implicit,BackwardKL,1,0.04859227,
378,Implicit,BackwardKL,1,0.026149392,
379,Implicit,BackwardKL,1,0.02174345,
380,Implicit,BackwardKL,1,0.06804129,
381,Implicit,BackwardKL,1,0.0095476145,
382,Implicit,BackwardKL,1,0.019349344,
383,Implicit,BackwardKL,1,0.047119666,
384,Implicit,BackwardKL,1,0.024721297,
385,Implicit,BackwardKL,1,0.0195215,
386,Implicit,BackwardKL,1,0.014072303,
387,Implicit,BackwardKL,1,0.07669272,
388,Implicit,BackwardKL,1,0.025218084,
389,Implicit,BackwardKL,1,0.030325597,
390,Implicit,BackwardKL,1,0.0105364965,
391,Implicit,BackwardKL,1,0.014504863,
392,Implicit,BackwardKL,1,0.028118983,
393,Implicit,BackwardKL,1,0.031325225,
394,Implicit,BackwardKL,1,0.016529465,
395,Implicit,BackwardKL,1,0.03215731,
396,Implicit,BackwardKL,1,0.02357872,
397,Implicit,BackwardKL,1,0.054055624,
398,Implicit,BackwardKL,1,0.019791473,
399,Implicit,BackwardKL,1,0.0146490345,
400,Implicit,ForwardKL,1,0.037522092,
401,Implicit,ForwardKL,1,0.045942985,
402,Implicit,ForwardKL,1,0.01363875,
403,Implicit,ForwardKL,1,0.01757071,
404,Implicit,ForwardKL,1,0.028038528,
405,Implicit,ForwardKL,1,0.035292268,
406,Implicit,ForwardKL,1,0.02070624,
407,Implicit,ForwardKL,1,0.04405982,
408,Implicit,ForwardKL,1,0.021189282,
409,Implicit,ForwardKL,1,0.018991835,
410,Implicit,ForwardKL,1,0.018933946,
411,Implicit,ForwardKL,1,0.03992645,
412,Implicit,ForwardKL,1,0.01838902,
413,Implicit,ForwardKL,1,0.10664449,
414,Implicit,ForwardKL,1,0.07669694,
415,Implicit,ForwardKL,1,0.02021763,
416,Implicit,ForwardKL,1,0.008819305,
417,Implicit,ForwardKL,1,0.03103661,
418,Implicit,ForwardKL,1,0.0065339115,
419,Implicit,ForwardKL,1,0.008978467,
420,Implicit,ForwardKL,1,0.008151143,
421,Implicit,ForwardKL,1,0.028340522,
422,Implicit,ForwardKL,1,0.012126837,
423,Implicit,ForwardKL,1,0.024252564,
424,Implicit,ForwardKL,1,0.008316506,
425,Implicit,ForwardKL,1,0.036605556,
426,Implicit,ForwardKL,1,0.007656063,
427,Implicit,ForwardKL,1,0.03686586,
428,Implicit,ForwardKL,1,0.054554805,
429,Implicit,ForwardKL,1,0.08596218,
430,Implicit,ForwardKL,1,0.009426427,
431,Implicit,ForwardKL,1,0.017304711,
432,Implicit,ForwardKL,1,0.026004372,
433,Implicit,ForwardKL,1,0.02736324,
434,Implicit,ForwardKL,1,0.012580005,
435,Implicit,ForwardKL,1,0.041426595,
436,Implicit,ForwardKL,1,0.04898849,
437,Implicit,ForwardKL,1,0.012774752,
438,Implicit,ForwardKL,1,0.019660514,
439,Implicit,ForwardKL,1,0.04283317,
440,Implicit,ForwardKL,1,0.034695365,
441,Implicit,ForwardKL,1,0.012887297,
442,Implicit,ForwardKL,1,0.02209959,
443,Implicit,ForwardKL,1,0.01354854,
444,Implicit,ForwardKL,1,0.013458222,
445,Implicit,ForwardKL,1,0.059076585,
446,Implicit,ForwardKL,1,0.03353159,
447,Implicit,ForwardKL,1,0.01649959,
448,Implicit,ForwardKL,1,0.029264176,
449,Implicit,ForwardKL,1,0.024437223,
450,Implicit,ForwardKL,1,0.012824301,
451,Implicit,ForwardKL,1,0.025334807,
452,Implicit,ForwardKL,1,0.039651852,
453,Implicit,ForwardKL,1,0.028077824,
454,Implicit,ForwardKL,1,0.03443153,
455,Implicit,ForwardKL,1,0.016691117,
456,Implicit,ForwardKL,1,0.013090473,
457,Implicit,ForwardKL,1,0.036864486,
458,Implicit,ForwardKL,1,0.022676844,
459,Implicit,ForwardKL,1,0.029794807,
460,Implicit,ForwardKL,1,0.02823823,
461,Implicit,ForwardKL,1,0.011382084,
462,Implicit,ForwardKL,1,0.03265481,
463,Implicit,ForwardKL,1,0.015850246,
464,Implicit,ForwardKL,1,0.031926256,
465,Implicit,ForwardKL,1,0.03709911,
466,Implicit,ForwardKL,1,0.020434316,
467,Implicit,ForwardKL,1,0.014169751,
468,Implicit,ForwardKL,1,0.021451313,
469,Implicit,ForwardKL,1,0.03115299,
470,Implicit,ForwardKL,1,0.012715273,
471,Implicit,ForwardKL,1,0.03265481,
472,Implicit,ForwardKL,1,0.053329237,
473,Implicit,ForwardKL,1,0.021315314,
474,Implicit,ForwardKL,1,0.012340176,
475,Implicit,ForwardKL,1,0.06240811,
476,Implicit,ForwardKL,1,0.033718206,
477,Implicit,ForwardKL,1,0.04969304,
478,Implicit,ForwardKL,1,0.02290857,
479,Implicit,ForwardKL,1,0.022896975,
480,Implicit,ForwardKL,1,0.041290108,
481,Implicit,ForwardKL,1,0.009265145,
482,Implicit,ForwardKL,1,0.019366171,
483,Implicit,ForwardKL,1,0.03614898,
484,Implicit,ForwardKL,1,0.025538335,
485,Implicit,ForwardKL,1,0.01840844,
486,Implicit,ForwardKL,1,0.015362973,
487,Implicit,ForwardKL,1,0.05338493,
488,Implicit,ForwardKL,1,0.024086844,
489,Implicit,ForwardKL,1,0.027643533,
490,Implicit,ForwardKL,1,0.010487912,
491,Implicit,ForwardKL,1,0.013408188,
492,Implicit,ForwardKL,1,0.027552152,
493,Implicit,ForwardKL,1,0.024017762,
494,Implicit,ForwardKL,1,0.01354854,
495,Implicit,ForwardKL,1,0.03148541,
496,Implicit,ForwardKL,1,0.021661157,
497,Implicit,ForwardKL,1,0.048563,
498,Implicit,ForwardKL,1,0.019057957,
499,Implicit,ForwardKL,1,0.011927793,
500,Implicit,NLL,1,2.6775868,
501,Implicit,NLL,1,2.7964077,
502,Implicit,NLL,1,3.737792,
503,Implicit,NLL,1,2.4986548,
504,Implicit,NLL,1,2.5219607,
505,Implicit,NLL,1,1.8440759,
506,Implicit,NLL,1,5.439524,
507,Implicit,NLL,1,2.8494565,
508,Implicit,NLL,1,2.547868,
509,Implicit,NLL,1,2.9606156,
510,Implicit,NLL,1,4.9553175,
511,Implicit,NLL,1,3.1652412,
512,Implicit,NLL,1,3.8180807,
513,Implicit,NLL,1,3.5841472,
514,Implicit,NLL,1,2.5564833,
515,Implicit,NLL,1,4.2279587,
516,Implicit,NLL,1,5.5233545,
517,Implicit,NLL,1,2.303276,
518,Implicit,NLL,1,4.6992087,
519,Implicit,NLL,1,3.3915684,
520,Implicit,NLL,1,2.165481,
521,Implicit,NLL,1,2.3925264,
522,Implicit,NLL,1,3.6832237,
523,Implicit,NLL,1,2.6085792,
524,Implicit,NLL,1,2.8792877,
525,Implicit,NLL,1,3.6125414,
526,Implicit,NLL,1,3.5077705,
527,Implicit,NLL,1,4.5656333,
528,Implicit,NLL,1,2.882577,
529,Implicit,NLL,1,3.7958236,
530,Implicit,NLL,1,3.3222716,
531,Implicit,NLL,1,3.0336163,
532,Implicit,NLL,1,1.9415683,
533,Implicit,NLL,1,2.1282434,
534,Implicit,NLL,1,2.4748044,
535,Implicit,NLL,1,3.8272748,
536,Implicit,NLL,1,3.4180195,
537,Implicit,NLL,1,3.2636056,
538,Implicit,NLL,1,4.171088,
539,Implicit,NLL,1,4.126089,
540,Implicit,NLL,1,3.2770867,
541,Implicit,NLL,1,4.784412,
542,Implicit,NLL,1,2.4492598,
543,Implicit,NLL,1,2.676112,
544,Implicit,NLL,1,3.3095603,
545,Implicit,NLL,1,1.6488703,
546,Implicit,NLL,1,3.2081764,
547,Implicit,NLL,1,2.355177,
548,Implicit,NLL,1,4.196598,
549,Implicit,NLL,1,2.9748673,
550,Implicit,NLL,1,3.7029834,
551,Implicit,NLL,1,2.6660206,
552,Implicit,NLL,1,2.5020704,
553,Implicit,NLL,1,1.4560997,
554,Implicit,NLL,1,3.463138,
555,Implicit,NLL,1,4.739266,
556,Implicit,NLL,1,2.598954,
557,Implicit,NLL,1,2.5712109,
558,Implicit,NLL,1,3.2831924,
559,Implicit,NLL,1,3.9937973,
560,Implicit,NLL,1,2.576273,
561,Implicit,NLL,1,3.2819452,
562,Implicit,NLL,1,3.6963506,
563,Implicit,NLL,1,3.240416,
564,Implicit,NLL,1,1.4136786,
565,Implicit,NLL,1,3.7228482,
566,Implicit,NLL,1,4.063232,
567,Implicit,NLL,1,3.455811,
568,Implicit,NLL,1,2.5201476,
569,Implicit,NLL,1,5.393593,
570,Implicit,NLL,1,3.548349,
571,Implicit,NLL,1,3.6963506,
572,Implicit,NLL,1,2.3874216,
573,Implicit,NLL,1,4.051703,
574,Implicit,NLL,1,2.922255,
575,Implicit,NLL,1,3.5326927,
576,Implicit,NLL,1,3.1344166,
577,Implicit,NLL,1,2.2147372,
578,Implicit,NLL,1,3.0468671,
579,Implicit,NLL,1,3.7280495,
580,Implicit,NLL,1,2.3322892,
581,Implicit,NLL,1,3.1117349,
582,Implicit,NLL,1,1.6792954,
583,Implicit,NLL,1,2.1849623,
584,Implicit,NLL,1,4.707512,
585,Implicit,NLL,1,3.5394764,
586,Implicit,NLL,1,4.1904535,
587,Implicit,NLL,1,3.4093668,
588,Implicit,NLL,1,3.3634012,
589,Implicit,NLL,1,2.6585205,
590,Implicit,NLL,1,3.5131004,
591,Implicit,NLL,1,3.7468476,
592,Implicit,NLL,1,2.3211355,
593,Implicit,NLL,1,2.767777,
594,Implicit,NLL,1,3.4242702,
595,Implicit,NLL,1,2.356203,
596,Implicit,NLL,1,2.8568437,
597,Implicit,NLL,1,2.2779858,
598,Implicit,NLL,1,3.7796345,
599,Implicit,NLL,1,3.064143,
600,Implicit,BackwardKL,2,0.13974667,
601,Implicit,BackwardKL,2,0.041785195,
602,Implicit,BackwardKL,2,0.118762136,
603,Implicit,BackwardKL,2,0.029705275,
604,Implicit,BackwardKL,2,0.049704555,
605,Implicit,BackwardKL,2,0.022668093,
606,Implicit,BackwardKL,2,0.1542376,
607,Implicit,BackwardKL,2,0.21966885,
608,Implicit,BackwardKL,2,0.03795651,
609,Implicit,BackwardKL,2,0.049456604,
610,Implicit,BackwardKL,2,0.32888585,
611,Implicit,BackwardKL,2,0.08139904,
612,Implicit,BackwardKL,2,0.08617484,
613,Implicit,BackwardKL,2,0.13560493,
614,Implicit,BackwardKL,2,0.042016026,
615,Implicit,BackwardKL,2,0.08972176,
616,Implicit,BackwardKL,2,0.39734322,
617,Implicit,BackwardKL,2,0.061809503,
618,Implicit,BackwardKL,2,0.045839258,
619,Implicit,BackwardKL,2,0.0128740985,
620,Implicit,BackwardKL,2,0.106965005,
621,Implicit,BackwardKL,2,0.03148079,
622,Implicit,BackwardKL,2,0.09395664,
623,Implicit,BackwardKL,2,0.063668,
624,Implicit,BackwardKL,2,0.024710152,
625,Implicit,BackwardKL,2,0.09833941,
626,Implicit,BackwardKL,2,0.020851266,
627,Implicit,BackwardKL,2,0.18351606,
628,Implicit,BackwardKL,2,0.5024941,
629,Implicit,BackwardKL,2,0.15235214,
630,Implicit,BackwardKL,2,0.08660695,
631,Implicit,BackwardKL,2,0.04688049,
632,Implicit,BackwardKL,2,0.019343242,
633,Implicit,BackwardKL,2,0.057969507,
634,Implicit,BackwardKL,2,0.036813267,
